年份,院校名称,专业组代码,专业组名称,专业列表,投档分数,投档排位
2024,北京邮电大学,20602,北京邮电(02),"电子信息类(未来学院“元班”实验班), 计算机类(未来学院“元班”实验班)",577,3098
2024,中国农业大学,20701,中国农大(01),"化学类, 生物科学类, 食品科学与工程类, 农学, 园艺, 植物保护, 动物医学类, 草业科学",558,6285
2024,北京林业大学,20801,北京林大(01),"生物技术(与园艺专业双学士学位), 统计学, 电气工程及其自动化, 电子信息科学与技术, 计算机类, 园艺, 林学类, 林学类(梁希实验班)",531,11919
2024,北京林业大学,20802,北京林大(02),园林,535,10985
2024,北京林业大学,20803,北京林大(03),"国际经济与贸易, 英语, 应用心理学, 风景园林, 工商管理类",524,13538
2024,北京林业大学,20804,北京林大(04),"生物技术(中外合作办学), 木材科学与工程(中外合作办学)",530,12143
2024,北京中医药大学,20901,北京中医(01),"中医学(领军人才培养计划), 中医学(卓越5+3一体化), 中西医临床医学(华佗班)",562,5544
2024,北京师范大学,21001,北师大(01),"经济学(励耘实验班), 金融学, 英语",568,4499
2024,北京外国语大学,21101,北外大(01),"英语(中国政法大学联合培养涉外法治人才), 英语, 德语, 法语(国际关系), 西班牙语(商务), 翻译(外交外事高级翻译), 外国语言与外国历史",553,7218
2024,中国传媒大学,21201,中国传媒(01),"广播电视工程(智能视听技术方向), 人工智能, 计算机科学与技术, 数字媒体技术, 数字媒体技术(智能交互与游戏技术方向)",555,6832
2024,中国传媒大学,21202,中国传媒(02),"新闻学(数据新闻方向), 广告学, 数字出版, 国际新闻与传播, 文化产业管理",554,7021
2024,中国传媒大学,21203,中国传媒(03),"戏剧影视文学(戏剧文学方向), 广播电视编导(文艺编导方向)",560,5899
2024,中国传媒大学,21204,中国传媒(04),"数字媒体技术(中外合作办学), 智能科学与技术(中外合作办学)",529,12388
2024,中国传媒大学,21205,中国传媒(05),"传播学(中外合作办学), 广告学(中外合作办学)",544,8973
2024,中央财经大学,21301,中央财大(01),"金融学类, 保险学, 保险学(北理工智能-保险联培项目), 大数据管理与应用(许国志大数据英才班)",563,5356
2024,中央财经大学,21302,中央财大(02),"经济学类, 经济学(数理经济与数理金融方向), 财政学类, 金融学, 金融学(国际金融与公司理财方向), 工商管理类(会计学院)",560,5899
2024,对外经济贸易大学,21401,外经贸大(01),"统计学, 数据科学与大数据技术",565,5019
2024,对外经济贸易大学,21402,外经贸大(02),政治学类,556,6631
2024,对外经济贸易大学,21403,外经贸大(03),"金融学类, 国际经济发展合作, 外国语言文学类, 工商管理类, 公共管理类",558,6285
2024,中国政法大学,21501,中国政法(01),"法学, 法学(法学人才培养模式改革实验班), 法学(与北京外国语大学联合培养涉外法治人才), 德语(法律德语实验班), 翻译(法律翻译实验班), 工商管理, 国际商务(涉外法商人才培养实验班), 行政管理",556,6631
2024,华北电力大学(北京),21601,华电北京(01),"测控技术与仪器, 材料科学与工程, 能源动力类(新能源方向), 能源与动力工程, 储能科学与工程, 氢能科学与工程, 电气工程及其自动化, 智能电网信息工程, 电子信息工程, 通信工程, 人工智能, 自动化, 计算机科学与技术, 碳储科学与工程",555,6832
2024,华北电力大学(北京),21602,华电北京(02),"工程管理, 会计学, 供应链管理",531,11919
2024,华北电力大学(北京),21603,华电北京(03),"法学, 外国语言文学类",532,11678
2024,中国石油大学(北京),21701,石油北京(01),"化工与制药类, 油气储运工程, 环境科学与工程类",537,10538
2024,中国石油大学(北京),21702,石油北京(02),"经济学类, 工商管理类",529,12388
2024,中国地质大学(北京),21801,地大北京(01),"宝石及材料工艺学, 海洋工程与技术",531,11919
2024,中国地质大学(北京),21802,地大北京(02),"翻译, 工商管理类, 土地资源管理",524,13538
2024,北京邮电大学(宏福校区),21901,北邮宏福(01),"信息与计算科学(中外合作办学), 数字媒体技术(中外合作办学)",557,6458
2024,北京邮电大学(宏福校区),21902,北邮宏福(02),"电信工程及管理(中外合作办学), 物联网工程(中外合作办学)",569,4317
2024,北京体育大学,22001,北京体育(01),旅游管理(中外合作办学),498,19960
2024,北京航空航天大学,22101,北京航大(01),"工科试验班类(未来空天领军计划), 工科试验班类(信息类), 理科试验班类, 数学与应用数学(拔尖学生培养计划), 人工智能(卓越人才培养试验班)",580,2684
2024,北京航空航天大学,22102,北京航大(02),社会科学试验班,566,4841
2024,北京理工大学,22201,北京理工(01),"工科试验班(未来精工技术方向), 工科试验班(徐特立英才班)",580,2684
2024,中国劳动关系学院,22301,中国劳关(01),"社会学, 社会工作, 新闻学, 工商管理, 人力资源管理, 旅游管理, 酒店管理, 戏剧影视文学",440,34239
2024,中华女子学院,22401,中华女子(01),"学前教育(师范类), 家庭教育, 汉语国际教育(师范类), 应用心理学(师范类), 养老服务管理",434,35570
2024,北京工商大学,22501,北京工商(01),财政学(数字财税方向),494,20956
2024,北京工商大学,22502,北京工商(02),会计学(注册会计师方向),509,17313
2024,北京协和医学院,22701,北京协和(01),护理学,522,14026
2024,北京第二外国语学院,22801,北京二外(01),"金融学(跨境金融方向), 法语, 日语(漫画文创方向), 阿拉伯语, 匈牙利语, 商务英语(国际商业管理方向), 财务管理(智能财务方向), 财务管理(资本量化分析方向), 旅游管理, 会展经济与管理(国际会展活动策划与运营方向)",487,22781
2024,北京物资学院,22901,北京物资(01),金融科技,458,29994
2024,北京物资学院,22902,北京物资(02),"金融学, 金融学(期货与证券实验班)",462,29014
2024,首都经济贸易大学,23001,首都经贸(01),"金融学(数据与计量分析方向), 工商管理",518,15023
2024,北京联合大学,23101,北京联大(01),"工业设计, 人工智能, 软件工程",449,32134
2024,北京联合大学,23102,北京联大(02),物流工程,449,32134
2024,北京联合大学,23103,北京联大(03),"人文地理与城乡规划, 地理信息科学",461,29262
2024,北京联合大学,23104,北京联大(04),"人力资源管理, 会展经济与管理",450,31904
2024,中国人民公安大学,23201,中国公安(01),法学,537,10538
2024,中国戏曲学院,23301,中国戏曲(01),戏剧影视文学(戏曲文学方向),510,17049
2024,北京工业大学耿丹学院,23401,京工耿丹(01),"计算机类, 数字媒体技术",411,40210
2024,北京工业大学耿丹学院,23402,京工耿丹(02),"应用心理学, 市场营销(品牌管理与策划方向), 财务管理",406,41077
2024,北京第二外国语学院中瑞酒店管理学院,23501,二外中瑞(01),"金融学, 财务管理, 财务管理(国际班), 人力资源管理, 健康服务与管理(中日联合培养), 酒店管理, 酒店管理(国际课程班)",411,40210
2024,北京城市学院,23602,北京城市(02),"金融学, 外国语言文学类, 传播学(国际课程班), 文物与博物馆学, 城乡规划(智慧规划方向), 风景园林(景观智能规划与设计方向), 会计学, 会计学(国际课程班)",403,41594
2024,北京城市学院,23603,北京城市(03),广播电视编导(影视编创方向),403,41594
2024,北京印刷学院,23701,北京印刷(01),"传播学, 网络与新媒体, 文化产业管理",465,28294
2024,中国音乐学院,23801,中国音乐(01),艺术管理(音乐管理方向),495,20693
2024,首都体育学院,23901,首都体院(01),"运动人体科学, 运动康复",473,26270
2024,首都体育学院,23902,首都体院(02),新闻学(体育新闻方向),485,23293
2024,北京语言大学,24001,北京语言(01),计算机类,527,12860
2024,北京语言大学,24002,北京语言(02),"语言学, 心理学",516,15485
2024,北京语言大学,24003,北京语言(03),"国际政治, 国际事务与国际关系, 国际组织与全球治理",519,14753
2024,北京语言大学,24004,北京语言(04),"经济学(经济金融统计与分析方向), 金融学, 国际经济与贸易, 汉语言文学, 汉语国际教育, 外国语言文学类, 翻译(英语方向), 翻译(汉英法方向), 翻译(本地化方向), 新闻学(国际出版方向), 新闻学(国际新闻方向), 传播学(梧桐计划人才实验班), 网络与新媒体(智能媒体方向), 会计学",512,16483
2024,中央美术学院,24101,中央美院(01),城市设计,525,13276
2024,中央美术学院,24102,中央美院(02),艺术管理,532,11678
2024,中央美术学院,24103,中央美院(03),"艺术史论(中外合作办学), 艺术管理(中外合作办学)",520,14532
2024,首都师范大学科德学院,24201,首师科德(01),计算机科学与技术,415,39454
2024,中央戏剧学院,24501,中央戏剧(01),"艺术管理(演出制作方向), 艺术管理(影视制片方向), 艺术管理(剧院管理方向), 戏剧学(戏剧史论与批评方向), 戏剧影视文学(戏剧创作方向), 戏剧影视文学(电视剧创作方向), 戏剧教育(按师范类专业进行人才培养)",515,15734
2024,北京电影学院,24601,北京电影(01),文化产业管理,524,13538
2024,北京电影学院,24602,北京电影(02),电影学(制片与市场方向),531,11919
2024,北京电影学院,24603,北京电影(03),戏剧影视文学(剧作方向),538,10306
2024,北京电影学院,24604,北京电影(04),戏剧影视文学(动漫策划方向),543,9186
2024,北京电影学院,24605,北京电影(05),影视技术,530,12143
2024,中国矿业大学(北京),24701,矿大北京(01),"智能制造工程, 新能源科学与工程, 电气工程及其自动化, 人工智能",540,9848
2024,中国矿业大学(北京),24702,矿大北京(02),工商管理类,525,13276
2024,南开大学,25101,南开大学(01),"工科试验班(信息科学与技术方向), 理科试验班(物质科学与可持续发展方向), 理科试验班(物理与光电信息技术工程方向), 理科试验班(数学与大数据方向)",580,2684
2024,南开大学,25102,南开大学(02),"经济学类, 金融学类",571,3998
2024,天津大学,25201,天津大学(01),"工科试验班(未来技术学院), 工科试验班(电子科学技术类), 工科试验班(化工能源与生命健康类), 分子科学与工程(与南开大学合作办学)",572,3846
2024,天津大学,25202,天津大学(02),建筑类,565,5019
2024,中国民航大学,25301,中国民航(01),"工科试验班(智慧空中交通管制方向), 工科试验班(民航安全与应急类), 工科试验班(智能与计算机方向), 工科试验班(电子信息与电气自动化方向), 工科试验班(航空航天方向), 应用气象学(航空气象方向), 统计学(民航大数据方向), 材料物理(无损检测与表面工程方向), 材料化学, 信息安全, 土木工程, 油气储运工程(机场供油工程方向), 交通工程, 飞行器质量与可靠性, 飞行器适航技术, 无人驾驶航空器系统工程, 飞行器运维工程",464,28519
2024,中国民航大学,25302,中国民航(02),"交通管理(飞机运行管理方向), 物流管理",467,27778
2024,中国民航大学,25303,中国民航(03),思想政治教育,481,24337
2024,中国民航大学,25304,中国民航(04),"法学(航空法方向), 英语(民航外语方向), 翻译, 应用心理学, 工商管理类(航空运输管理方向), 航空安防管理",471,26748
2024,天津科技大学,25401,天津科大(01),"过程装备与控制工程, 微电子科学与工程, 人工智能, 自动化, 计算机科学与技术(中外合作办学)(信息处理方向), 软件工程, 物联网工程, 数字媒体技术",463,28756
2024,天津科技大学,25402,天津科大(02),"制药工程, 环境工程, 食品科学与工程, 食品质量与安全",458,29994
2024,天津科技大学,25403,天津科大(03),"金融工程, 工业工程",472,26492
2024,天津科技大学,25404,天津科大(04),"国际经济与贸易, 汉语国际教育, 日语, 翻译, 财务管理(中外合作办学)",450,31904
